index,name,generation,evolves_from,abilities,desc,type1,type2,total,hp,atk,def,spatk,spdef,speed,height,weight,rank
647,keldeo,generation-v,nothing,justified ,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling.",water,fighting,580,91,72,90,129,90,108,14,485,mythical
648,meloetta,generation-v,nothing,serene-grace ,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.,normal,psychic,600,100,77,77,128,128,90,6,65,mythical
649,genesect,generation-v,nothing,download ,"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma.",bug,steel,600,71,120,95,120,95,99,15,825,mythical
650,chespin,generation-vi,nothing,overgrow bulletproof ,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.",grass,None,313,56,61,65,48,45,38,4,90,ordinary
651,quilladin,generation-vi,chespin,overgrow bulletproof ,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.,grass,None,405,61,78,95,56,58,57,7,290,ordinary
652,chesnaught,generation-vi,quilladin,overgrow bulletproof ,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,grass,fighting,530,88,107,122,74,75,64,16,900,ordinary
653,fennekin,generation-vi,nothing,blaze magician ,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.",fire,None,307,40,45,40,62,60,60,4,94,ordinary
654,braixen,generation-vi,fennekin,blaze magician ,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.",fire,None,409,59,59,58,90,70,73,10,145,ordinary
655,delphox,generation-vi,braixen,blaze magician ,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.",fire,psychic,534,75,69,72,114,100,104,15,390,ordinary
656,froakie,generation-vi,nothing,torrent protean ,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,water,None,314,41,56,40,62,44,71,3,70,ordinary
657,frogadier,generation-vi,froakie,torrent protean ,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.",water,None,405,54,63,52,83,56,97,6,109,ordinary
658,greninja,generation-vi,frogadier,torrent protean ,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two.",water,dark,530,72,95,67,103,71,122,15,400,ordinary
659,bunnelby,generation-vi,nothing,pickup cheek-pouch huge-power ,They use their large ears to dig burrows. They will dig the whole night through.,normal,None,237,38,36,38,32,36,57,4,50,ordinary
660,diggersby,generation-vi,bunnelby,pickup cheek-pouch huge-power ,"With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites.",normal,ground,423,85,56,77,50,77,78,10,424,ordinary
661,fletchling,generation-vi,nothing,big-pecks gale-wings ,These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements.,normal,flying,278,45,50,43,40,38,62,3,17,ordinary
662,fletchinder,generation-vi,fletchling,flame-body gale-wings ,"From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass.",fire,flying,382,62,73,55,56,52,84,7,160,ordinary
663,talonflame,generation-vi,fletchinder,flame-body gale-wings ,"In the fever of an exciting battle, it showers embers from the gaps between its feathers and takes to the air.",fire,flying,499,78,81,71,74,69,126,12,245,ordinary
664,scatterbug,generation-vi,nothing,shield-dust compound-eyes friend-guard ,"When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact.",bug,None,200,38,35,40,27,25,35,3,25,ordinary
665,spewpa,generation-vi,scatterbug,shed-skin friend-guard ,"It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them.",bug,None,213,45,22,60,27,30,29,3,84,ordinary
666,vivillon,generation-vi,spewpa,shield-dust compound-eyes friend-guard ,Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.,bug,flying,411,80,52,50,90,50,89,12,170,ordinary
667,litleo,generation-vi,nothing,rivalry unnerve moxie ,"The stronger the opponent it faces, the more heat surges from its mane and the more power flows through its body.",fire,normal,369,62,50,58,73,54,72,6,135,ordinary
668,pyroar,generation-vi,litleo,rivalry unnerve moxie ,The male with the largest mane of fire is the leader of the pride.,fire,normal,507,86,68,72,109,66,106,15,815,ordinary
669,flabebe,generation-vi,nothing,flower-veil symbiosis ,It draws out and controls the hidden power of flowers. The flower Flabébé holds is most likely part of its body.,fairy,None,303,44,38,39,61,79,42,1,1,ordinary
670,floette,generation-vi,flabebe,flower-veil symbiosis ,It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle.,fairy,None,371,54,45,47,75,98,52,2,9,ordinary
671,florges,generation-vi,floette,flower-veil symbiosis ,"It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants.",fairy,None,552,78,65,68,112,154,75,11,100,ordinary
672,skiddo,generation-vi,nothing,sap-sipper grass-pelt ,"Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition.",grass,None,350,66,65,48,62,57,52,9,310,ordinary
673,gogoat,generation-vi,skiddo,sap-sipper grass-pelt ,It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.,grass,None,531,123,100,62,97,81,68,17,910,ordinary
674,pancham,generation-vi,nothing,iron-fist mold-breaker scrappy ,"It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark.",fighting,None,348,67,82,62,46,48,43,6,80,ordinary
675,pangoro,generation-vi,pancham,iron-fist mold-breaker scrappy ,"Although it possesses a violent temperament, it won’t put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies.",fighting,dark,495,95,124,78,69,71,58,21,1360,ordinary
676,furfrou,generation-vi,nothing,fur-coat ,Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements.,normal,None,472,75,80,60,65,90,102,12,280,ordinary
677,espurr,generation-vi,nothing,keen-eye infiltrator own-tempo ,The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.,psychic,None,355,62,48,54,63,60,68,3,35,ordinary
678,meowstic,generation-vi,espurr,keen-eye infiltrator prankster ,"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust.",psychic,None,466,74,48,76,83,81,104,6,85,ordinary
679,honedge,generation-vi,nothing,no-guard ,Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force.,steel,ghost,325,45,80,100,35,37,28,8,20,ordinary
680,doublade,generation-vi,honedge,no-guard ,"When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons.",steel,ghost,448,59,110,150,45,49,35,8,45,ordinary
681,aegislash,generation-vi,doublade,stance-change ,"Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon.",steel,ghost,500,60,50,140,50,140,60,17,530,ordinary
682,spritzee,generation-vi,nothing,healer aroma-veil ,It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.,fairy,None,341,78,52,60,63,65,23,2,5,ordinary
683,aromatisse,generation-vi,spritzee,healer aroma-veil ,"It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle.",fairy,None,462,101,72,72,99,89,29,8,155,ordinary
684,swirlix,generation-vi,nothing,sweet-veil unburden ,"To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy.",fairy,None,341,62,48,66,59,57,49,4,35,ordinary
685,slurpuff,generation-vi,swirlix,sweet-veil unburden ,It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.,fairy,None,480,82,80,86,85,75,72,8,50,ordinary
686,inkay,generation-vi,nothing,contrary suction-cups infiltrator ,Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight.,dark,psychic,288,53,54,53,37,46,45,4,35,ordinary
687,malamar,generation-vi,inkay,contrary suction-cups infiltrator ,"It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants.",dark,psychic,482,86,92,88,68,75,73,15,470,ordinary
688,binacle,generation-vi,nothing,tough-claws sniper pickpocket ,"Two Binacle live together on one rock. When they fight, one of them will move to a different rock.",rock,water,306,42,52,67,39,56,50,5,310,ordinary
689,barbaracle,generation-vi,binacle,tough-claws sniper pickpocket ,"When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle.",rock,water,500,72,105,115,54,86,68,13,960,ordinary
690,skrelp,generation-vi,nothing,poison-point poison-touch adaptability ,"Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off.",poison,water,320,50,60,60,60,60,30,5,73,ordinary
691,dragalge,generation-vi,skrelp,poison-point poison-touch adaptability ,"Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory.",poison,dragon,494,65,75,90,97,123,44,18,815,ordinary
692,clauncher,generation-vi,nothing,mega-launcher ,They knock down flying prey by firing compressed water from their massive claws like shooting a pistol.,water,None,330,50,53,62,58,63,44,5,83,ordinary
693,clawitzer,generation-vi,clauncher,mega-launcher ,Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls.,water,None,500,71,73,88,120,89,59,13,353,ordinary
694,helioptile,generation-vi,nothing,dry-skin sand-veil solar-power ,"They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement.",electric,normal,289,44,38,33,61,43,70,5,60,ordinary
695,heliolisk,generation-vi,helioptile,dry-skin sand-veil solar-power ,They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper.,electric,normal,481,62,55,52,109,94,109,10,210,ordinary
696,tyrunt,generation-vi,nothing,strong-jaw sturdy ,"This Pokémon was restored from a fossil. If something happens that it doesn’t like, it throws a tantrum and runs wild.",rock,dragon,362,58,89,77,45,45,48,8,260,ordinary
697,tyrantrum,generation-vi,tyrunt,strong-jaw rock-head ,"Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited.",rock,dragon,521,82,121,119,69,59,71,25,2700,ordinary
698,amaura,generation-vi,nothing,refrigerate snow-warning ,This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years.,rock,ice,362,77,59,50,67,63,46,13,252,ordinary
699,aurorus,generation-vi,amaura,refrigerate snow-warning ,"The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice.",rock,ice,521,123,77,72,99,92,58,27,2250,ordinary
700,sylveon,generation-vi,eevee,cute-charm pixilate ,It sends a soothing aura from its ribbonlike feelers to calm fights.,fairy,None,525,95,65,65,110,130,60,10,235,ordinary
701,hawlucha,generation-vi,nothing,limber unburden mold-breaker ,"Although its body is small, its proficient fighting skills enable it to keep up with big bruisers like Machamp and Hariyama.",fighting,flying,500,78,92,75,74,63,118,8,215,ordinary
702,dedenne,generation-vi,nothing,cheek-pouch pickup plus ,"Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances.",electric,fairy,431,67,58,57,81,67,101,2,22,ordinary
